Date,LE,GPP,Reco,Hc_li,NEE,DOY,T_tmpr_rh_mean,RH_tmpr_rh_mean,D5TE_VWC_5cm_Avg,D5TE_VWC_100cm_Avg,D5TE_T_5cm_Avg,D5TE_T_100cm_Avg,short_up_Avg,CO2_li_mean,NDVI,B,WUE,site
2022-10-07 16:00:00,27.846404999999997,1.44683116821067,0.651528154708918,161.80964999999998,2.01,280.0,13.44455,47.60862,0.163,0.249,14.3,16.6,579.1575,743.6213,0.3791916666666666,4.2430526704150155,0.06793521258693248,GC
2022-10-07 16:30:00,31.668084999999998,1.12453453084055,0.665751105465251,120.558195,-1.605,280.0,13.325595,47.955235,0.163,0.249,14.42,16.6,419.30575,743.8516999999999,0.37876093749999995,3.8832868650111663,0.025039495966539402,GC
2022-10-10 15:30:00,33.826854999999995,1.76039683522567,2.60885771328754,76.37776,-0.736666666666667,283.0,23.940205,29.070845,0.163,0.247,14.565,16.2,501.52470000000005,720.79985,0.3175973958333333,2.3529443864664996,0.03544068275631065,GC
2022-10-10 16:30:00,36.068405,1.08508157356058,2.60858551951434,33.978944999999996,0.5675,283.0,24.024065,28.966945000000003,0.163,0.247,14.8,16.2,303.5743,718.61465,0.31673593749999995,0.978888858648446,0.03468045002445284,GC
2022-10-12 11:00:00,101.11715,1.65250782120305,2.07833249362467,21.77729,6.6325,285.0,15.700515,81.56997,0.271,0.246,13.760000000000002,15.9,292.77305,728.2554,0.2801239583333333,0.21390002612694553,0.016231196174102205,GC
2022-10-12 12:30:00,138.2117,2.18553439080614,2.35974424298496,29.52897,-0.04,285.0,17.043075,77.335575,0.269,0.246,14.129999999999999,15.9,399.17775,725.6656499999999,0.27883177083333327,0.16836042132054366,0.012460898258444484,GC
2022-10-12 16:00:00,131.1831,1.62735170397398,2.37516338251079,22.09971,6.92333333333333,285.0,16.57992,76.73503500000001,0.265,0.246,14.684999999999999,15.9,364.8696,735.7403999999999,0.2758166666666666,0.19305744102061462,0.011003500506944028,GC
2022-10-12 16:30:00,75.464315,1.42531546146453,2.40433839966628,56.65313,6.67,285.0,16.87339,65.876205,0.265,0.246,14.7,15.9,326.4462,729.73145,0.27538593749999996,0.7172919338426225,0.019810724520978876,GC
2022-10-13 09:00:00,96.273775,2.21311736107456,1.17666670455568,2.745072,0.23,286.0,7.3802395,81.564045,0.25,0.247,11.0,15.81,357.94555,776.1660999999999,0.26117187499999994,0.022329658458732703,0.03179142827699107,GC
2022-10-13 09:30:00,123.54429999999999,2.75041513628573,1.3099817104608,22.080345,0.409,286.0,8.440774999999999,74.327495,0.2495,0.247,11.0,15.8,461.96595,771.24365,0.2607411458333333,0.17769808521008462,0.022809840556623145,GC
2022-10-13 10:00:00,144.85415,2.80927899318094,1.43407937995846,62.868584999999996,-0.691666666666667,286.0,9.285174999999999,68.64256,0.249,0.247,11.094999999999999,15.8,557.1398999999999,767.3178499999999,0.2603104166666666,0.4369107154612969,0.022280816632424767,GC
2022-10-13 10:30:00,174.3043,3.12660940280712,1.56112365753819,87.22172,-1.22666666666667,286.0,10.022862,63.32372,0.249,0.247,11.2,15.8,638.96585,764.00685,0.25987968749999996,0.504399973723217,0.014892665590534948,GC
2022-10-13 11:00:00,157.7665,3.37379573805208,1.65488569102251,84.893305,-1.48,286.0,10.696635,59.585995,0.249,0.247,11.225,15.8,705.905,759.8552,0.2594489583333333,0.5384318714755231,0.020268235385603878,GC
2022-10-13 11:30:00,157.88325,3.55295080374028,1.80539915339543,104.86224999999999,-1.18958333333333,286.0,11.71479,52.887695,0.249,0.247,11.365,15.8,744.8384,753.6745000000001,0.2590182291666666,0.6688144938888719,0.024052644431192646,GC
2022-10-13 12:00:00,197.87895500000002,3.66558340686202,1.97491269728897,116.27911,-1.93789473684211,286.0,12.679455,44.003905,0.2485,0.2465,11.52,15.8,774.73215,747.27135,0.25858749999999997,0.6789774037858155,0.012056686043743903,GC
2022-10-13 12:30:00,230.15665,3.71264065045325,2.07653083961211,117.3287,-1.86764705882353,286.0,13.01268,39.092595,0.2475,0.2465,11.705,15.8,775.6295,745.07115,0.25815677083333327,0.5193916153483903,0.013977505259308194,GC
2022-10-13 13:00:00,176.23405,3.69421201013402,2.10194072765432,74.090675,-1.94947368421053,286.0,12.964055,37.81654,0.2465,0.2465,11.870000000000001,15.8,703.88835,744.99495,0.2577260416666666,0.4358548385992748,0.022914247142917524,GC
2022-10-13 13:30:00,201.7746,3.60957495911958,2.10291235411727,122.1139,-1.65434782608696,286.0,13.23409,35.206565,0.246,0.246,12.0,15.8,748.0482,742.57425,0.2572953125,0.6051995642662654,0.017889144417184224,GC
2022-10-13 14:00:00,174.76605,2.49819354009619,2.14675923260446,31.225635,-0.65125,286.0,13.18911,33.611360000000005,0.245,0.246,12.11,15.8,402.89445,741.2787,0.2568645833333333,0.1798507405497079,0.014536297430429538,GC
2022-10-13 14:30:00,106.09514999999999,2.23863837889038,2.07045303320217,19.65101,-1.062,286.0,12.968979999999998,32.249295000000004,0.244,0.246,12.11,15.8,352.39585,741.1178500000001,0.25643385416666664,0.18567193438705498,0.021462488065162738,GC
2022-10-13 15:30:00,124.97625000000001,2.0492772966334,1.96442865702832,12.58701,-0.58,286.0,12.48894,31.534145,0.242,0.246,12.0,15.8,315.65615,741.2763,0.2555723958333333,0.0881850237609653,0.01435730702497441,GC
2022-10-13 16:30:00,128.2107,1.58527800299473,1.99124151429217,57.25049,-0.946666666666667,286.0,12.73244,28.927035,0.2405,0.246,11.855,15.8,288.74025,739.96345,0.25471093749999996,0.4465344156142974,0.012364631056493179,GC
2022-10-14 09:30:00,74.317505,3.07319354832195,1.30030349878409,21.87068,-0.473076923076923,287.0,7.309981499999999,46.872315,0.2295,0.246,8.825,15.8,463.218,770.173,0.2400661458333333,0.29375281024958577,0.0422037852793727,GC
